TRINITY_DN35070_c0_g1_i1.p1;Q6NS09;2.88e-34;31.208;99;Transmembrane protein 45B OS=Xenopus laevis OX=8355 GN=tmem45b PE=2 SV=1
TRINITY_DN45281_c0_g1_i2.p1;P0C6B8;9.19e-22;25.238;75;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1
TRINITY_DN45281_c0_g1_i2.p1;P0C6B8;1.19e-11;27.317;75;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1
TRINITY_DN45281_c0_g1_i2.p1;P0C6B8;6.28e-10;27.320;75;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1
TRINITY_DN45281_c0_g1_i2.p1;P0C6B8;6.50e-09;33.333;75;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1
TRINITY_DN45384_c1_g5_i3.p1;Q9VG95;7.01e-10;39.241;73;Glutathione S-transferase D5 OS=Drosophila melanogaster OX=7227 GN=GstD5 PE=1 SV=2
TRINITY_DN45400_c1_g3_i3.p1;Q68FR8;0.0;96.919;99;Tubulin alpha-3 chain OS=Rattus norvegicus OX=10116 GN=Tuba3a PE=2 SV=1
TRINITY_DN45416_c0_g1_i2.p1;P10079;3.08e-50;50.698;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;1.34e-49;46.721;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;1.08e-47;50.698;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;3.48e-47;45.082;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;2.10e-46;48.372;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;1.98e-45;48.223;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;1.12e-35;48.447;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;2.04e-32;48.052;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45416_c0_g1_i2.p1;P10079;7.46e-23;48.718;100;Fibropellin-1 OS=Strongylocentrotus purpuratus OX=7668 GN=EGF1 PE=1 SV=2
TRINITY_DN45455_c0_g3_i1.p1;P24733;3.30e-68;64.458;95;Myosin heavy chain, striated muscle OS=Argopecten irradians OX=31199 PE=1 SV=1
TRINITY_DN45458_c0_g1_i1.p1;O75897;1.02e-62;37.407;90;Sulfotransferase 1C4 OS=Homo sapiens OX=9606 GN=SULT1C4 PE=1 SV=2
TRINITY_DN45569_c2_g4_i3.p1;Q02962;2.43e-82;62.667;53;Paired box protein Pax-2 OS=Homo sapiens OX=9606 GN=PAX2 PE=1 SV=4
TRINITY_DN45578_c0_g1_i9.p1;Q27802;0.0;64.773;99;Cytoplasmic dynein 2 heavy chain 1 OS=Tripneustes gratilla OX=7673 GN=DYH1B PE=2 SV=2
TRINITY_DN45745_c1_g2_i1.p1;F7BJB9;1.04e-110;49.351;71;MORC family CW-type zinc finger protein 3 OS=Mus musculus OX=10090 GN=Morc3 PE=1 SV=1
TRINITY_DN45764_c5_g2_i1.p2;P83118;1.02e-08;36.634;60;Probable G-protein coupled receptor Mth-like 11 OS=Drosophila melanogaster OX=7227 GN=mthl11 PE=3 SV=3
TRINITY_DN45806_c1_g1_i3.p2;Q1ZZU7;1.69e-17;37.391;93;Macrophage migration inhibitory factor OS=Ovis aries OX=9940 GN=MIF PE=3 SV=1
TRINITY_DN45890_c5_g1_i5.p1;Q9PU53;1.71e-06;22.469;79;Telomeric repeat-binding factor 2 OS=Gallus gallus OX=9031 GN=TERF2 PE=1 SV=2
TRINITY_DN45908_c1_g1_i1.p1;P59743;3.29e-24;35.862;95;Neuroglobin-2 OS=Oncorhynchus mykiss OX=8022 GN=ngb2 PE=2 SV=1
TRINITY_DN45927_c0_g1_i3.p1;Q9WUW8;3.80e-55;34.657;92;Sulfotransferase 1C2 OS=Rattus norvegicus OX=10116 GN=Sult1c2 PE=1 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;3.89e-22;40.314;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;5.53e-20;40.678;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;5.63e-20;35.238;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;1.16e-16;32.719;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;2.89e-16;29.167;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;1.16e-15;34.673;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;2.07e-12;29.680;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;2.76e-12;31.250;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;7.63e-12;28.139;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;9.94e-12;31.383;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;9.57e-09;39.252;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;2.30e-08;37.500;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;5.25e-08;36.036;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46086_c0_g1_i9.p1;O18733;8.75e-08;28.571;76;Matrix metalloproteinase-9 OS=Canis lupus familiaris OX=9615 GN=MMP9 PE=2 SV=2
TRINITY_DN46136_c0_g1_i4.p1;Q9JLB5;1.43e-63;30.735;83;Neuronal acetylcholine receptor subunit alpha-10 OS=Rattus norvegicus OX=10116 GN=Chrna10 PE=1 SV=1
TRINITY_DN46137_c0_g1_i7.p1;Q9I931;2.22e-09;35.616;29;Fucolectin-1 OS=Anguilla japonica OX=7937 PE=2 SV=1
TRINITY_DN46142_c4_g1_i1.p1;A6QNK1;1.52e-21;26.333;63;Galactosylceramide sulfotransferase OS=Bos taurus OX=9913 GN=GAL3ST1 PE=2 SV=1
TRINITY_DN46142_c4_g1_i2.p1;A6QNK1;1.52e-21;26.333;63;Galactosylceramide sulfotransferase OS=Bos taurus OX=9913 GN=GAL3ST1 PE=2 SV=1
TRINITY_DN46168_c0_g1_i1.p1;P41246;4.68e-12;32.927;70;Matrix metalloproteinase-9 OS=Oryctolagus cuniculus OX=9986 GN=MMP9 PE=2 SV=1
TRINITY_DN46168_c0_g1_i1.p1;P41246;4.79e-10;27.230;70;Matrix metalloproteinase-9 OS=Oryctolagus cuniculus OX=9986 GN=MMP9 PE=2 SV=1
TRINITY_DN46323_c0_g1_i1.p1;B7Z0W9;9.74e-26;26.907;70;Proton channel OtopLc OS=Drosophila melanogaster OX=7227 GN=OtopLc PE=3 SV=2
TRINITY_DN46364_c4_g1_i2.p1;Q04499;1.41e-123;62.222;93;Proline dehydrogenase 1, mitochondrial OS=Drosophila melanogaster OX=7227 GN=slgA PE=1 SV=2
TRINITY_DN46480_c3_g1_i10.p1;Q6DI48;9.30e-31;46.012;51;Delta-like protein A OS=Danio rerio OX=7955 GN=dla PE=1 SV=1
TRINITY_DN46480_c3_g1_i10.p1;Q6DI48;8.34e-23;45.588;51;Delta-like protein A OS=Danio rerio OX=7955 GN=dla PE=1 SV=1
TRINITY_DN46480_c3_g1_i10.p1;Q6DI48;1.10e-18;41.129;51;Delta-like protein A OS=Danio rerio OX=7955 GN=dla PE=1 SV=1
TRINITY_DN46480_c3_g1_i10.p1;Q6DI48;2.89e-09;38.889;51;Delta-like protein A OS=Danio rerio OX=7955 GN=dla PE=1 SV=1
TRINITY_DN46916_c1_g5_i1.p1;Q15937;2.81e-89;48.736;42;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2
TRINITY_DN46916_c1_g5_i1.p1;Q15937;5.91e-86;46.545;42;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2
TRINITY_DN46916_c1_g5_i1.p1;Q15937;8.99e-80;40.469;42;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2
TRINITY_DN46916_c1_g5_i1.p1;Q15937;5.37e-76;49.200;42;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2
TRINITY_DN47005_c0_g1_i2.p1;Q96L93;0.0;54.360;53;Kinesin-like protein KIF16B OS=Homo sapiens OX=9606 GN=KIF16B PE=1 SV=2
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;8.75e-15;25.000;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;4.06e-13;25.000;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;4.14e-13;23.239;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;9.78e-13;21.898;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;1.85e-12;20.979;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;3.71e-12;24.088;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;1.30e-11;21.053;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;3.90e-11;21.429;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47061_c0_g1_i3.p1;A8MUX0;8.86e-11;21.854;94;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN47089_c4_g1_i10.p2;A4QP81;3.84e-14;27.879;77;Ferric reductase 1 OS=Danio rerio OX=7955 GN=frrs1 PE=2 SV=1
TRINITY_DN47089_c4_g1_i14.p2;A4QP81;3.84e-14;27.879;77;Ferric reductase 1 OS=Danio rerio OX=7955 GN=frrs1 PE=2 SV=1
TRINITY_DN47089_c4_g1_i16.p4;A4QP81;3.84e-14;27.879;77;Ferric reductase 1 OS=Danio rerio OX=7955 GN=frrs1 PE=2 SV=1
TRINITY_DN47089_c4_g1_i19.p2;A4QP81;3.84e-14;27.879;77;Ferric reductase 1 OS=Danio rerio OX=7955 GN=frrs1 PE=2 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;3.16e-15;68.421;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;2.41e-14;67.925;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;2.43e-14;64.286;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;2.73e-13;66.038;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;9.98e-11;55.385;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;4.17e-10;57.377;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;7.07e-10;58.065;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;9.88e-10;62.963;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47101_c3_g1_i2.p1;A0A2R8QPS5;4.82e-08;51.562;38;Guanine nucleotide exchange factor subunit RIC1 OS=Danio rerio OX=7955 GN=ric1 PE=3 SV=1
TRINITY_DN47188_c3_g1_i1.p1;Q12019;3.54e-06;31.298;38;Midasin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDN1 PE=1 SV=1
TRINITY_DN47188_c3_g1_i3.p1;A0A1P8AUY4;4.70e-06;32.824;36;Midasin OS=Arabidopsis thaliana OX=3702 GN=MDN1 PE=1 SV=1
TRINITY_DN47340_c0_g1_i2.p1;O14792;6.90e-60;34.868;70;Heparan sulfate glucosamine 3-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS3ST1 PE=1 SV=1
TRINITY_DN47562_c2_g1_i2.p1;P35992;2.84e-96;34.848;99;Tyrosine-protein phosphatase 10D OS=Drosophila melanogaster OX=7227 GN=Ptp10D PE=1 SV=4
TRINITY_DN47570_c0_g1_i11.p3;Q00725;9.38e-08;42.308;43;Salivary glue protein Sgs-4 OS=Drosophila melanogaster OX=7227 GN=Sgs4 PE=2 SV=1
TRINITY_DN47570_c0_g1_i11.p3;Q00725;1.94e-07;42.500;43;Salivary glue protein Sgs-4 OS=Drosophila melanogaster OX=7227 GN=Sgs4 PE=2 SV=1
TRINITY_DN47570_c0_g1_i11.p3;Q00725;1.94e-07;42.500;43;Salivary glue protein Sgs-4 OS=Drosophila melanogaster OX=7227 GN=Sgs4 PE=2 SV=1
TRINITY_DN47570_c0_g1_i11.p3;Q00725;1.94e-07;42.500;43;Salivary glue protein Sgs-4 OS=Drosophila melanogaster OX=7227 GN=Sgs4 PE=2 SV=1
TRINITY_DN47570_c0_g1_i11.p3;Q00725;9.41e-07;42.308;43;Salivary glue protein Sgs-4 OS=Drosophila melanogaster OX=7227 GN=Sgs4 PE=2 SV=1
TRINITY_DN47581_c0_g1_i6.p1;P80311;3.94e-53;50.256;90;Peptidyl-prolyl cis-trans isomerase B OS=Bos taurus OX=9913 GN=PPIB PE=1 SV=4
TRINITY_DN47615_c3_g1_i4.p1;O44252;1.89e-07;23.832;94;Protein rolling stone OS=Drosophila melanogaster OX=7227 GN=rost PE=2 SV=2
TRINITY_DN47628_c5_g1_i2.p1;O88470;6.37e-50;79.000;21;Forkhead box protein L2 OS=Mus musculus OX=10090 GN=Foxl2 PE=1 SV=2
TRINITY_DN47654_c3_g1_i6.p1;Q9JME2;2.97e-23;28.063;59;Carbohydrate sulfotransferase 11 OS=Mus musculus OX=10090 GN=Chst11 PE=2 SV=1
TRINITY_DN47678_c2_g1_i2.p1;Q5ZLA6;0.0;55.126;99;Unconventional myosin-Ic OS=Gallus gallus OX=9031 GN=MYO1C PE=2 SV=1
TRINITY_DN47752_c2_g1_i1.p1;P0DMJ3;4.59e-11;47.170;13;PI-actitoxin-Afv2a OS=Anthopleura fuscoviridis OX=6111 PE=1 SV=1
TRINITY_DN47760_c1_g1_i7.p1;Q9FLN8;2.03e-12;22.400;61;Indole-3-acetate O-methyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=IAMT1 PE=1 SV=1
TRINITY_DN47801_c3_g3_i3.p1;Q4L208;0.0;60.345;91;Sodium/hydrogen exchanger 8 OS=Rattus norvegicus OX=10116 GN=Slc9a8 PE=1 SV=1
TRINITY_DN47840_c0_g2_i2.p1;P21660;4.65e-36;42.958;99;Globin, polymeric component P3 OS=Glycera dibranchiata OX=6350 PE=1 SV=1
TRINITY_DN47840_c0_g2_i3.p1;P21659;1.62e-36;41.549;99;Globin, polymeric component P2 OS=Glycera dibranchiata OX=6350 PE=2 SV=1
TRINITY_DN47867_c2_g1_i3.p1;O73888;2.94e-34;36.449;97;Hematopoietic prostaglandin D synthase OS=Gallus gallus OX=9031 GN=HPGDS PE=1 SV=3
TRINITY_DN47899_c2_g1_i5.p1;Q14517;2.92e-31;42.857;60;Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=2
TRINITY_DN47899_c2_g1_i5.p1;Q14517;1.16e-13;39.744;60;Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=2
TRINITY_DN47975_c0_g1_i1.p1;Q8WXK1;1.44e-06;24.181;74;Ankyrin repeat and SOCS box protein 15 OS=Homo sapiens OX=9606 GN=ASB15 PE=1 SV=3
TRINITY_DN48387_c1_g1_i2.p1;Q6UE39;9.51e-141;43.141;86;Polypeptide N-acetylgalactosaminyltransferase 13 OS=Rattus norvegicus OX=10116 GN=Galnt13 PE=2 SV=1
TRINITY_DN48651_c1_g2_i2.p1;Q9XT77;1.18e-30;33.088;94;Sodium-dependent multivitamin transporter OS=Oryctolagus cuniculus OX=9986 GN=SLC5A6 PE=2 SV=1
TRINITY_DN48874_c0_g3_i1.p1;A0AAA9T569;3.10e-61;38.462;60;ATP-binding cassette sub-family C member 4 OS=Bos taurus OX=9913 GN=ABCC4 PE=1 SV=1
TRINITY_DN48874_c0_g3_i1.p1;A0AAA9T569;4.89e-06;26.154;60;ATP-binding cassette sub-family C member 4 OS=Bos taurus OX=9913 GN=ABCC4 PE=1 SV=1
TRINITY_DN48874_c0_g3_i1.p2;A0AAA9T569;8.91e-77;38.081;100;ATP-binding cassette sub-family C member 4 OS=Bos taurus OX=9913 GN=ABCC4 PE=1 SV=1
TRINITY_DN48874_c0_g3_i1.p2;A0AAA9T569;7.46e-07;23.256;100;ATP-binding cassette sub-family C member 4 OS=Bos taurus OX=9913 GN=ABCC4 PE=1 SV=1
TRINITY_DN48892_c2_g2_i3.p1;Q25011;2.43e-29;22.301;91;FMRFamide-activated amiloride-sensitive sodium channel OS=Cornu aspersum OX=6535 PE=2 SV=1
TRINITY_DN48981_c1_g1_i2.p1;Q7ZWG6;3.72e-15;25.886;80;Proton-coupled folate transporter OS=Danio rerio OX=7955 GN=slc46a1 PE=2 SV=1
TRINITY_DN48981_c1_g1_i2.p2;Q95SX7;4.06e-08;25.806;68;Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
